-14.8598660067833,67.9236880368972,0.73,304,67,-177
0.521869577865873,22.768001155545,0.5,34,45,41
0.537237428658234,22.7657053919714,1.5,127,73,166
0.339771501074138,23.0739260671614,3.98,139,85,175
0.52800834105449,22.9088264672915,2.49,313,86,179
0.539990547970461,22.7734552328568,0.95,127,84,-173
0.541794250511215,22.7723370281397,2.13,140,87,172
0.525560943902004,22.7824008840057,1.91,114,81,-176
0.677084384792543,22.6906908885688,0.91,298,82,179
0.486851556420268,22.820305894821,1.41,303,85,172
0.665095065033529,22.6452779308306,6.4,318,89,-173
-5.42641120171244,15.6329460743912,4.49,329,72,175
-3.9568941205442,26.8910322905383,3.91,295,85,173
1.27293674408802,20.070235861876,3.69,179,64,-163
-5.47038220337481,24.8820830203942,4,306,80,175
-0.0825499110409292,22.7488903611228,4.13,180,90,-162
-4.69935611776385,25.2769842578229,3.22,307,84,-179
0.131379137014213,20.6992843800504,3.86,288,81,140
-9.80353299619741,15.8708285536491,3.39,134,86,-172
-9.82257884742948,15.4273010544851,3.38,132,79,-167
-3.09665873898595,26.9428567608194,3.59,334,89,-175
1.51392689510103,20.8598316918728,3.39,289,84,102
-1.77458415444632,24.3991902744253,2.94,292,89,171
0.175371987297258,19.7407974787243,2.79,267,87,123
-1.39587659792497,17.8091019382314,2.91,351,83,178
-0.282253995389852,22.2652350179232,3.29,317,53,-174
-5.61026336826087,15.4654127247198,2.53,308,41,96
-5.78920585434244,14.2619522132273,2.67,160,61,146
-3.99101007352234,25.146578080148,2.4,999,99,999
-6.99073528656404,11.8189233709634,2.67,28,24,-133
-3.00706474709028,27.1220450251745,3.02,297,84,180
-1.76974023371906,23.7780623150389,2.75,298,84,175
-1.45805162376945,17.6907551856302,3.78,131,84,162
-9.66665101998235,10.764750473991,3.51,145,85,179
-4.37094705322705,26.5861173238684,2.42,999,99,999
0.11157814411656,18.407984766732,3.56,302,85,162
-2.70787358329212,17.5698721505073,3.46,321,89,180
-8.56780444132909,11.2094432995501,2.79,146,62,166
-5.2706811195825,18.8151950628636,3.44,181,54,-83
4.60408534796524,23.4359755142662,3.5,184,90,-163
-7.9170771280434,11.7168279290735,3.19,64,28,-43
2.07086698949785,21.5092522506341,2.22,33,82,-173
-2.18248525350878,24.5743867031741,3.04,313,88,-176
-2.15169301451958,24.2437063536965,2.85,304,85,158
-2.66364446983312,24.5803037485471,2.28,287,82,165
-9.65094181561214,15.363019628332,3.28,130,88,165
-0.42539199689799,19.5930327023887,2.61,217,61,-79
-8.43997855550249,13.4767911133417,2.31,142,83,-159
-2.16905452140619,24.0419408849264,2.06,999,99,999
-1.59862953751278,17.982080204234,3.12,33,30,-19
-0.724743368983851,19.2829215377364,3.29,135,81,-178
-3.62767108132603,27.0677764319708,4.14,309,88,-173
-5.57229381483322,18.4608928235406,3.85,335,79,-178
1.02280176005763,19.9960609172327,1.95,15,76,-176
-3.29915927191859,16.5427297734553,2.49,189,66,-123
-4.37467235907086,15.408516403493,2.37,151,86,-119
0.206966543933318,20.2596960137072,2.37,104,66,-83
-5.08313021257398,24.5881757454393,2.64,337,69,-162
-7.83032304110355,10.9233019874408,4.59,135,61,-158
-0.934001758322469,19.2451897827387,3.24,174,63,-144
-8.96737886987702,11.0466122019752,1.99,320,89,146
-4.79107568487682,24.2504584326833,3.09,167,38,-161
-3.26121652500174,16.196482928325,1.82,177,83,157
2.26040918979439,19.3600092112948,4.34,175,87,-176
-3.9848977533899,15.8144972503963,2.73,120,74,-157
1.05159929036908,19.9637534998083,3.7,138,89,166
-2.66217309687624,17.1481668343586,2.78,183,85,-90
-4.50125560359808,26.8918570177364,2.93,286,48,148
-4.94447981802892,25.2728245395068,3.34,299,89,179
-7.96048628242034,11.1226085001384,4.07,134,89,177
2.39707371261949,19.1741290537682,3.07,186,89,-172
-4.42074841210042,23.9943867236502,4.58,146,86,178
